lambda,mean_M,mean_M2,avg_max_cluster_size,median_max_cluster_size,avg_second_max_cluster_size,max_key,chi
0.8475999999999996,0.858139931268692,0.7364090579555485,3322.9137333333333,3178.0,2715.4107904761904,9111.0,4.916317712932994e-06
0.8476999999999996,0.8576954084237417,0.7356458837092457,3356.748180952381,3209.0,2741.7370904761906,7717.0,4.470078076579398e-06
0.8477999999999996,0.859135533413887,0.7381194414006602,3390.020971428572,3240.0,2766.913019047619,9330.0,5.576626295966669e-06
0.8478999999999995,0.860923212779363,0.741194328744086,3423.8589142857145,3272.0,2792.8719571428574,8258.0,5.5504417456608834e-06
0.8479999999999995,0.8567705169582367,0.7340614838185201,3460.675647619048,3308.0,2821.5911571428574,9655.0,5.765089635900722e-06
0.8480999999999995,0.8562084708372751,0.7330989328449355,3499.2844666666665,3344.0,2851.8150571428573,11360.0,5.987311430533104e-06
0.8481999999999995,0.8616002283986408,0.7423585623302832,3540.0425333333333,3383.0,2884.3851095238097,8880.0,3.608753693207234e-06
0.8482999999999995,0.8559378875764211,0.7326346153644626,3575.578861904762,3417.0,2912.463071428572,8878.0,4.947975676516947e-06
0.8483999999999995,0.8603112148618699,0.7401392060169554,3614.189928571429,3454.0,2942.462119047619,9631.0,3.819599848853272e-06
0.8484999999999995,0.8569841719500224,0.7344272656896765,3656.615542857143,3493.0,2974.1706809523807,10153.0,5.39471681093584e-06
0.8485999999999995,0.8560410240093866,0.7328115244357197,3697.6648,3532.0,3007.207742857143,8341.0,5.2896486804066e-06
0.8486999999999995,0.8539772387727101,0.7292836699417343,3738.863938095238,3573.0,3038.7689904761905,11890.0,6.545599871898844e-06
0.8487999999999994,0.854341442805926,0.7299048558863271,3775.191519047619,3607.0,3067.519995238096,10453.0,5.554990615719291e-06
0.8488999999999994,0.855384533732732,0.7316876260862655,3815.610823809524,3646.0,3098.6055047619047,10451.0,4.925537102073996e-06
0.8489999999999994,0.8528609294001263,0.7273758496377735,3853.978661904762,3684.0,3128.034071428571,10201.0,4.08474052637775e-06
0.8490999999999994,0.8518392068831127,0.7256347435635769,3891.850552380952,3720.0,3157.874233333333,11167.0,4.7091803265786325e-06
0.8491999999999994,0.8510482531515757,0.7242875004321614,3933.446523809524,3757.0,3188.794380952381,10093.0,4.371239812894778e-06
0.8492999999999994,0.8512233575550716,0.7245870251983463,3972.3922857142857,3793.0,3218.3004095238093,11590.0,5.820751016960557e-06
0.8493999999999994,0.8505637969811758,0.7234625954680314,4008.737857142857,3829.0,3247.5991285714285,10588.0,3.8227329965945245e-06
0.8494999999999994,0.8500118719689052,0.7225245658891044,4040.063504761905,3861.0,3272.0871904761907,11668.0,4.3834010220455966e-06
0.8495999999999994,0.8503994784132639,0.7231838141398627,4074.7431142857145,3893.0,3299.6599952380952,11553.0,4.54125431137431e-06
0.8496999999999993,0.849959356007576,0.7224368627989306,4111.671085714286,3928.0,3327.003452380952,9683.0,5.955934117340966e-06
0.8497999999999993,0.8496929300022126,0.7219830160437272,4145.053038095238,3960.0,3353.636985714286,10592.0,4.940747982296045e-06
0.8498999999999993,0.8481886278804143,0.7194299546496963,4176.552995238095,3988.0,3378.807471428572,12611.0,6.006184036455586e-06
0.8499999999999993,0.8490468461068471,0.7208862881560104,4209.760080952381,4018.0,3404.029257142857,11388.0,5.741272026349442e-06
0.8500999999999993,0.846843485865593,0.7171496871868821,4239.966433333333,4047.0,3426.1376666666665,11295.0,5.797633893300791e-06
0.8501999999999993,0.8478590878518422,0.7188698889760994,4264.469909523809,4070.0,3444.580661904762,10647.0,4.856123141605551e-06
0.8502999999999993,0.8468800428390503,0.7172100301086042,4292.390142857143,4096.0,3465.426257142857,13105.0,4.223149532522896e-06
0.8503999999999993,0.8467945093997319,0.7170655393902021,4315.668976190476,4118.0,3482.820723809524,11283.0,4.598240669562159e-06
0.8504999999999993,0.8464303142277401,0.7164492314369904,4337.7147,4138.0,3499.5167095238094,10653.0,4.954593319617118e-06
0.8505999999999992,0.8462821127621333,0.716198342492093,4355.119847619048,4155.0,3513.542547619048,9891.0,4.928110952984177e-06
0.8506999999999992,0.8458971972910564,0.7155466613063537,4372.25430952381,4171.0,3527.751757142857,13888.0,4.592921489354751e-06
0.8507999999999992,0.846294394405683,0.7162204243968847,4390.932923809524,4189.0,3543.6885285714284,12980.0,6.222394402954912e-06
0.8508999999999992,0.8460976663748423,0.7158867351341353,4413.15670952381,4211.0,3560.646004761905,13793.0,5.474089181278785e-06
0.8509999999999992,0.8465183297395706,0.716598147182599,4435.185338095238,4232.0,3577.106852380952,13272.0,4.8645975264660635e-06
0.8510999999999992,0.8454001623344423,0.7147081973138515,4450.281,4247.0,3588.641980952381,11277.0,6.762838750118405e-06
0.8511999999999992,0.8459312517897287,0.7156054171709412,4462.768352380953,4257.0,3598.712219047619,12617.0,5.734416403724296e-06
0.8512999999999992,0.8451333842261632,0.7142557207402932,4467.514171428571,4262.0,3604.683723809524,15618.0,5.283606725581258e-06
0.8513999999999992,0.8452942031987508,0.7145272082385326,4475.271195238095,4268.0,3610.965685714286,12936.0,4.918277121568337e-06
0.8514999999999991,0.8449216284656524,0.713898583507647,4488.166347619048,4280.0,3619.5291,13659.0,6.025258596942251e-06
0.8515999999999991,0.8452747838656107,0.7144944673412499,4503.922895238095,4293.0,3631.791514285714,12263.0,5.007102194976021e-06
0.8516999999999991,0.8450901389312745,0.7141832471457631,4521.951152380952,4311.0,3644.321857142857,12207.0,5.904226882291752e-06
0.8517999999999991,0.8448534792836506,0.7137825575638184,4541.843442857143,4329.0,3659.208180952381,12905.0,5.156106128501037e-06
0.8518999999999991,0.8443412390120824,0.7129178371544529,4558.3425,4345.0,3672.206766666666,11460.0,5.709257994479522e-06
0.8519999999999991,0.8442835847139358,0.7128196224347887,4581.733757142857,4367.0,3688.868495238096,16034.0,4.851017375018252e-06
0.8520999999999991,0.8441460620673497,0.7125896859797106,4602.031671428572,4386.0,3704.7130095238094,16533.0,7.111875896859132e-06
0.8521999999999991,0.8443642523670196,0.7129562803192321,4625.969452380952,4405.0,3722.457714285714,13118.0,5.2896439161065345e-06
0.8522999999999991,0.8442875854253769,0.7128269250189638,4650.821980952381,4428.0,3742.056876190476,12089.0,5.3981155507809575e-06
0.852399999999999,0.8437790994930267,0.71196965199756,4676.676666666666,4449.0,3761.206352380953,13621.0,6.483256297040718e-06
