selected_lambda,box_size,avg_count,group
0.86,9336.0,0.0008,0
0.86,20320.0,0.0004,0
0.86,25186.0,0.0008,0
0.86,8370.0,0.0004,0
0.86,7600.0,0.0004,0
0.86,34482.0,0.0004,0
0.86,126823.0,0.0004,0
0.86,9251.0,0.0008,0
0.86,4833.0,0.0016,0
0.86,29822.0,0.0004,0
0.86,9487.0,0.0008,0
0.86,15648.0,0.0004,0
0.86,9881.0,0.0004,0
0.86,46073.0,0.0004,0
0.86,42847.0,0.0004,0
0.86,43868.0,0.0004,0
0.86,12841.0,0.0004,0
0.86,30177.0,0.0004,0
0.86,12851.0,0.0004,0
0.86,28574.0,0.0004,0
0.86,30846.0,0.0004,0
0.86,32405.0,0.0004,0
0.86,40218.0,0.0004,0
0.86,13207.0,0.0004,0
0.86,25333.0,0.0004,0
0.86,22539.0,0.0004,0
0.86,42564.0,0.0004,0
0.86,35716.0,0.0004,0
0.86,75358.0,0.0004,0
0.86,21037.0,0.0004,0
0.86,33651.0,0.0004,0
0.86,14312.0,0.0004,0
0.86,43872.0,0.0004,0
0.86,12883.0,0.0008,0
0.86,94564.0,0.0004,0
0.86,27239.0,0.0004,0
0.86,12253.0,0.0004,0
0.86,15970.0,0.0004,0
0.86,54513.0,0.0004,0
0.86,16699.0,0.0004,0
0.86,17150.0,0.0004,0
0.86,13039.0,0.0004,0
0.86,6059.0,0.0012,0
0.86,54246.0,0.0004,0
0.86,7586.0,0.0024,0
0.86,47305.0,0.0008,0
0.86,15448.0,0.0004,0
0.86,15604.0,0.0004,0
0.86,19396.0,0.0008,0
0.86,33541.0,0.0004,0
0.86,15368.0,0.0004,0
0.86,26870.0,0.0004,0
0.86,47374.0,0.0004,0
0.86,9638.0,0.0008,0
0.86,20568.0,0.0004,0
0.86,49140.0,0.0004,0
0.86,14938.0,0.0008,0
0.86,28220.0,0.0004,0
0.86,15779.0,0.0008,0
0.86,10219.0,0.0004,0
0.86,45017.0,0.0004,0
0.86,21347.0,0.0004,0
0.86,10753.0,0.0004,0
0.86,25099.0,0.0008,0
0.86,17360.0,0.0004,0
0.86,89380.0,0.0004,0
0.86,22427.0,0.0004,0
0.86,22221.0,0.0004,0
0.86,27938.0,0.0004,0
0.86,23350.0,0.0004,0
0.86,47129.0,0.0004,0
0.86,20132.0,0.0004,0
0.86,67740.0,0.0004,0
0.86,7643.0,0.0008,0
0.86,19740.0,0.0004,0
0.86,7246.0,0.0008,0
0.86,18106.0,0.0004,0
0.86,20825.0,0.0008,0
0.86,44696.0,0.0004,0
0.86,16620.0,0.0004,0
0.86,7419.0,0.0004,0
0.86,42033.0,0.0004,0
0.86,20802.0,0.0004,0
0.86,68995.0,0.0004,0
0.86,13412.0,0.0008,0
0.86,77041.0,0.0004,0
0.86,20565.0,0.0004,0
0.86,96505.0,0.0004,0
0.86,73623.0,0.0004,0
0.86,32352.0,0.0004,0
0.86,28114.0,0.0004,0
0.86,97420.0,0.0004,0
0.86,19242.0,0.0008,0
0.86,70441.0,0.0004,0
0.86,84402.0,0.0004,0
0.86,30389.0,0.0004,0
0.86,26562.0,0.0008,0
0.86,30477.0,0.0004,0
0.86,62093.0,0.0004,0
0.86,22303.0,0.0004,0
0.86,21719.0,0.0004,0
0.86,24457.0,0.0004,0
0.86,35772.0,0.0004,0
0.86,17063.0,0.0004,0
0.86,8514.0,0.0004,0
0.86,20650.0,0.0004,0
0.86,67870.0,0.0004,0
0.86,30275.0,0.0004,0
0.86,17501.0,0.0004,0
0.86,16853.0,0.0004,0
0.86,10577.0,0.0008,0
0.86,8019.0,0.0012,0
0.86,20938.0,0.0008,0
0.86,15641.0,0.0008,0
0.86,95442.0,0.0004,0
0.86,26731.0,0.0004,0
0.86,13159.0,0.0004,0
0.86,16779.0,0.0008,0
0.86,15619.0,0.0004,0
0.86,40820.0,0.0004,0
0.86,32816.0,0.0004,0
0.86,17235.0,0.0008,0
0.86,8290.0,0.0012,0
0.86,11995.0,0.0004,0
0.86,21256.0,0.0004,0
0.86,36451.0,0.0004,0
0.86,46813.0,0.0004,0
0.86,8987.0,0.0004,0
0.86,10702.0,0.0008,0
0.86,30284.0,0.0004,0
0.86,17142.0,0.0008,0
0.86,14200.0,0.0004,0
0.86,35615.0,0.0004,0
0.86,52335.0,0.0004,0
0.86,10821.0,0.0008,0
0.86,33029.0,0.0004,0
0.86,16997.0,0.0004,0
0.86,49708.0,0.0004,0
0.86,19830.0,0.0004,0
0.86,17591.0,0.0004,0
0.86,7265.0,0.0004,0
0.86,8739.0,0.0008,0
0.86,33616.0,0.0004,0
0.86,17036.0,0.0004,0
0.86,59923.0,0.0004,0
0.86,105551.0,0.0004,0
0.86,17737.0,0.0004,0
0.86,25870.0,0.0004,0
0.86,25201.0,0.0008,0
0.86,103057.0,0.0004,0
0.86,22187.0,0.0008,0
0.86,24136.0,0.0004,0
0.86,34199.0,0.0004,0
0.86,12291.0,0.0004,0
0.86,15286.0,0.0004,0
0.86,10883.0,0.0012,0
0.86,11646.0,0.0012,0
0.86,41781.0,0.0004,0
0.86,131576.0,0.0004,0
0.86,37604.0,0.0004,0
0.86,20904.0,0.0004,0
0.86,38887.0,0.0004,0
0.86,101229.0,0.0004,0
0.86,27142.0,0.0004,0
0.86,12107.0,0.0008,0
0.86,12698.0,0.0008,0
0.86,9772.0,0.0016,0
0.86,116638.0,0.0004,0
0.86,22599.0,0.0004,0
0.86,42423.0,0.0004,0
0.86,38040.0,0.0004,0
0.86,21165.0,0.0004,0
0.86,101998.0,0.0004,0
0.86,19045.0,0.0004,0
0.86,16761.0,0.0008,0
0.86,91793.0,0.0004,0
0.86,17803.0,0.0008,0
0.86,26308.0,0.0004,0
0.86,11810.0,0.0004,0
0.86,13607.0,0.0012,0
0.86,25983.0,0.0004,0
0.86,19034.0,0.0004,0
0.86,42185.0,0.0004,0
0.86,6879.0,0.0012,0
0.86,20738.0,0.0004,0
0.86,57142.0,0.0004,0
0.86,29298.0,0.0004,0
0.86,25861.0,0.0004,0
0.86,21343.0,0.0004,0
0.86,6917.0,0.0012,0
0.86,28485.0,0.0004,0
0.86,27280.0,0.0004,0
0.86,9106.0,0.0004,0
0.86,27027.0,0.0004,0
0.86,7352.0,0.0012,0
0.86,12086.0,0.0004,0
0.86,24461.0,0.0004,0
0.86,8454.0,0.0004,0
0.86,26607.0,0.0004,0
0.86,51475.0,0.0004,0
0.86,14027.0,0.0004,0
0.86,55907.0,0.0004,0
0.86,9122.0,0.0004,0
0.86,27177.0,0.0004,0
0.86,4393.0,0.002,0
0.86,17758.0,0.0016,0
0.86,23835.0,0.0004,0
0.86,9678.0,0.0004,0
0.86,44077.0,0.0004,0
0.86,54900.0,0.0004,0
0.86,17955.0,0.0004,0
0.86,18527.0,0.0008,0
0.86,23486.0,0.0004,0
0.86,52231.0,0.0004,0
0.86,20328.0,0.0004,0
0.86,58943.0,0.0004,0
0.86,16102.0,0.0004,0
0.86,89836.0,0.0004,0
0.86,22443.0,0.0004,0
0.86,11439.0,0.0004,0
0.86,7517.0,0.0008,0
0.86,7000.0,0.0008,0
0.86,21472.0,0.0004,0
0.86,61426.0,0.0004,0
0.86,19802.0,0.0004,0
0.86,43606.0,0.0004,0
0.86,45736.0,0.0004,0
0.86,7235.0,0.0004,0
0.86,20667.0,0.0004,0
0.86,10168.0,0.0004,0
0.86,37137.0,0.0008,0
0.86,7128.0,0.0008,0
0.86,8529.0,0.0004,0
0.86,7699.0,0.0004,0
0.86,59904.0,0.0004,0
0.86,14392.0,0.0012,0
0.86,21182.0,0.0004,0
0.86,7655.0,0.0012,0
0.86,38877.0,0.0004,0
0.86,22033.0,0.0004,0
0.86,13614.0,0.0004,0
0.86,15106.0,0.0004,0
0.86,14979.0,0.0004,0
0.86,44170.0,0.0004,0
0.86,23618.0,0.0004,0
0.86,29796.0,0.0004,0
0.86,15069.0,0.0004,0
0.86,11656.0,0.0012,0
0.86,26589.0,0.0004,0
0.86,46706.0,0.0004,0
0.86,19595.0,0.0004,0
0.86,30989.0,0.0004,0
0.86,11693.0,0.0004,0
0.86,14072.0,0.0004,0
0.86,26597.0,0.0008,0
0.86,73051.0,0.0004,0
0.86,5912.0,0.0012,0
0.86,27973.0,0.0004,0
0.86,19426.0,0.0004,0
0.86,6011.0,0.0004,0
0.86,13211.0,0.0008,0
0.86,22869.0,0.0004,0
0.86,55569.0,0.0004,0
0.86,30492.0,0.0004,0
0.86,16408.0,0.0008,0
0.86,13306.0,0.0008,0
0.86,16925.0,0.0008,0
0.86,9819.0,0.0008,0
0.86,26651.0,0.0004,0
0.86,11073.0,0.0004,0
0.86,22263.0,0.0004,0
0.86,20982.0,0.0004,0
0.86,26318.0,0.0004,0
0.86,26770.0,0.0004,0
0.86,19343.0,0.0004,0
0.86,11247.0,0.0004,0
0.86,18929.0,0.0004,0
0.86,12757.0,0.0008,0
0.86,44217.0,0.0004,0
0.86,27610.0,0.0004,0
0.86,22887.0,0.0004,0
0.86,50225.0,0.0004,0
0.86,32295.0,0.0004,0
0.86,8831.0,0.0012,0
0.86,15351.0,0.0004,0
0.86,17752.0,0.0008,0
0.86,26140.0,0.0008,0
0.86,26736.0,0.0004,0
0.86,21558.0,0.0004,0
0.86,78933.0,0.0004,0
0.86,14877.0,0.0004,0
0.86,13105.0,0.0004,0
0.86,17454.0,0.0004,0
0.86,6589.0,0.0008,0
0.86,28906.0,0.0004,0
0.86,38484.0,0.0004,0
0.86,84096.0,0.0004,0
0.86,17790.0,0.0004,0
0.86,14386.0,0.0004,0
0.86,27104.0,0.0004,0
0.86,10862.0,0.0004,0
0.86,108667.0,0.0004,0
0.86,5842.0,0.0012,0
0.86,17024.0,0.0004,0
0.86,46351.0,0.0004,0
0.86,11740.0,0.0004,0
0.86,7490.0,0.0012,0
0.86,6506.0,0.0004,0
0.86,16492.0,0.0004,0
0.86,23529.0,0.0004,0
0.86,43188.0,0.0004,0
0.86,35416.0,0.0004,0
0.86,59344.0,0.0004,0
0.86,23454.0,0.0008,0
0.86,5864.0,0.0008,0
0.86,30338.0,0.0004,0
0.86,115461.0,0.0004,0
0.86,10509.0,0.0004,0
0.86,6480.0,0.0004,0
0.86,77756.0,0.0004,0
0.86,19609.0,0.0004,0
0.86,15919.0,0.0004,0
0.86,78460.0,0.0004,0
0.86,7407.0,0.0004,0
0.86,41252.0,0.0004,0
0.86,31933.0,0.0004,0
0.86,17243.0,0.0008,0
0.86,36913.0,0.0004,0
0.86,11857.0,0.0008,0
0.86,43964.0,0.0004,0
0.86,33595.0,0.0004,0
0.86,8275.0,0.0016,0
0.86,17169.0,0.0008,0
0.86,15791.0,0.0004,0
0.86,13284.0,0.0008,0
0.86,10853.0,0.0012,0
0.86,50968.0,0.0004,0
0.86,23722.0,0.0004,0
0.86,48039.0,0.0004,0
0.86,12510.0,0.0004,0
0.86,9807.0,0.0008,0
0.86,9308.0,0.0004,0
0.86,48116.0,0.0004,0
0.86,15947.0,0.0008,0
0.86,44428.0,0.0004,0
0.86,12614.0,0.0004,0
0.86,7241.0,0.0012,0
0.86,13083.0,0.0004,0
0.86,10807.0,0.0004,0
0.86,43643.0,0.0004,0
0.86,28092.0,0.0004,0
0.86,7845.0,0.0008,0
0.86,52842.0,0.0004,0
0.86,16999.0,0.0004,0
0.86,15436.0,0.0004,0
0.86,23100.0,0.0004,0
0.86,17085.0,0.0004,0
0.86,23452.0,0.0004,0
0.86,45429.0,0.0004,0
0.86,24015.0,0.0004,0
0.86,18627.0,0.0004,0
0.86,10699.0,0.0008,0
0.86,81444.0,0.0004,0
0.86,8594.0,0.0012,0
0.86,10466.0,0.0004,0
0.86,38512.0,0.0004,0
0.86,17917.0,0.0004,0
0.86,9015.0,0.0008,0
0.86,10757.0,0.0004,0
0.86,49123.0,0.0004,0
0.86,28182.0,0.0004,0
0.86,9835.0,0.0004,0
0.86,10983.0,0.0016,0
0.86,56996.0,0.0004,0
0.86,17530.0,0.0004,0
0.86,5728.0,0.0008,0
0.86,4401.0,0.0012,0
0.86,22136.0,0.0004,0
0.86,12195.0,0.0004,0
0.86,67985.0,0.0004,0
0.86,13046.0,0.0012,0
0.86,47701.0,0.0004,0
0.86,25574.0,0.0004,0
0.86,11595.0,0.0008,0
0.86,45287.0,0.0004,0
0.86,18864.0,0.0004,0
0.86,9787.0,0.0004,0
0.86,6768.0,0.0004,0
0.86,32089.0,0.0004,0
0.86,28102.0,0.0004,0
0.86,23215.0,0.0004,0
0.86,38007.0,0.0004,0
0.86,18928.0,0.0004,0
0.86,9595.0,0.0008,0
0.86,31271.0,0.0004,0
0.86,28369.0,0.0004,0
0.86,22256.0,0.0004,0
0.86,18350.0,0.0004,0
0.86,23302.0,0.0004,0
0.86,43647.0,0.0004,0
0.86,19625.0,0.0004,0
0.86,22918.0,0.0004,0
0.86,65568.0,0.0004,0
0.86,32180.0,0.0004,0
0.86,8730.0,0.0008,0
0.86,25227.0,0.0004,0
0.86,81137.0,0.0004,0
0.86,9203.0,0.0004,0
0.86,16595.0,0.0004,0
0.86,31659.0,0.0004,0
0.86,70966.0,0.0004,0
0.86,43442.0,0.0004,0
0.86,6981.0,0.0008,0
0.86,29739.0,0.0008,0
0.86,49457.0,0.0004,0
0.86,30927.0,0.0004,0
0.86,42143.0,0.0004,0
0.86,10229.0,0.0012,0
0.86,13621.0,0.0004,0
0.86,68527.0,0.0004,0
0.86,41234.0,0.0004,0
0.86,17061.0,0.0008,0
0.86,20214.0,0.0008,0
0.86,17480.0,0.0004,0
0.86,11055.0,0.0004,0
0.86,52815.0,0.0004,0
0.86,17950.0,0.0004,0
0.86,28006.0,0.0004,0
0.86,72893.0,0.0004,0
0.86,10326.0,0.0012,0
0.86,16757.0,0.0004,0
0.86,40555.0,0.0004,0
0.86,4957.0,0.0008,0
0.86,13788.0,0.0004,0
0.86,11521.0,0.0004,0
0.86,74545.0,0.0004,0
0.86,33670.0,0.0004,0
0.86,14980.0,0.0008,0
0.86,30655.0,0.0004,0
0.86,28913.0,0.0004,0
0.86,38839.0,0.0008,0
0.86,40084.0,0.0004,0
0.86,30512.0,0.0004,0
0.86,26844.0,0.0004,0
0.86,45511.0,0.0004,0
0.86,13557.0,0.0008,0
0.86,8799.0,0.0004,0
0.86,44207.0,0.0004,0
0.86,12464.0,0.0004,0
0.86,20321.0,0.0008,0
0.86,14296.0,0.0008,0
0.86,27946.0,0.0004,0
0.86,45266.0,0.0004,0
0.86,22202.0,0.0004,0
0.86,24640.0,0.0004,0
0.86,12879.0,0.0008,0
0.86,13655.0,0.0004,0
0.86,25150.0,0.0004,0
0.86,22152.0,0.0004,0
0.86,10401.0,0.0008,0
0.86,22219.0,0.0004,0
0.86,16144.0,0.0004,0
0.86,25107.0,0.0004,0
0.86,11184.0,0.0004,0
0.86,28083.0,0.0004,0
0.86,28158.0,0.0004,0
0.86,11380.0,0.0004,0
0.86,23882.0,0.0004,0
0.86,12601.0,0.0004,0
0.86,16969.0,0.0004,0
0.86,31842.0,0.0004,0
0.86,9715.0,0.0004,0
0.86,28747.0,0.0004,0
0.86,10283.0,0.0008,0
0.86,16221.0,0.0004,0
0.86,22528.0,0.0004,0
0.86,10995.0,0.0004,0
0.86,11587.0,0.0008,0
0.86,13630.0,0.0008,0
0.86,31747.0,0.0004,0
0.86,16490.0,0.0004,0
0.86,10921.0,0.0008,0
0.86,24947.0,0.0004,0
0.86,16139.0,0.0008,0
0.86,6950.0,0.0008,0
0.86,13356.0,0.0008,0
0.86,47556.0,0.0004,0
0.86,14097.0,0.0004,0
0.86,13375.0,0.0004,0
0.86,40232.0,0.0004,0
0.86,31837.0,0.0008,0
0.86,12906.0,0.0012,0
0.86,12352.0,0.0008,0
0.86,20858.0,0.0004,0
0.86,16468.0,0.0004,0
0.86,25513.0,0.0008,0
0.86,19214.0,0.0004,0
0.86,12213.0,0.0012,0
0.86,30413.0,0.0004,0
0.86,5199.0,0.0012,0
0.86,12840.0,0.0016,0
0.86,9109.0,0.0008,0
0.86,24637.0,0.0008,0
0.86,31180.0,0.0004,0
0.86,7197.0,0.0004,0
0.86,8724.0,0.0004,0
0.86,10563.0,0.0004,0
0.86,15943.0,0.0008,0
0.86,45094.0,0.0004,0
0.86,18649.0,0.0004,0
0.86,13668.0,0.0004,0
0.86,9024.0,0.0008,0
0.86,36224.0,0.0004,0
0.86,11691.0,0.0004,0
0.86,12866.0,0.0004,0
0.86,36973.0,0.0004,0
0.86,22534.0,0.0004,0
0.86,39116.0,0.0004,0
0.86,70789.0,0.0004,0
0.86,14258.0,0.0004,0
0.86,10065.0,0.0004,0
0.86,29305.0,0.0004,0
0.86,10516.0,0.0008,0
0.86,8184.0,0.0004,0
0.86,32200.0,0.0012,0
0.86,12801.0,0.0004,0
0.86,12191.0,0.0004,0
0.86,10151.0,0.0004,0
0.86,15620.0,0.0004,0
0.86,8965.0,0.0004,0
0.86,6333.0,0.0008,0
0.86,35045.0,0.0004,0
0.86,12677.0,0.0008,0
0.86,13891.0,0.0004,0
0.86,7863.0,0.0012,0
0.86,30376.0,0.0004,0
0.86,8706.0,0.0004,0
0.86,42488.0,0.0004,0
0.86,16154.0,0.0004,0
0.86,6760.0,0.0008,0
0.86,10505.0,0.0008,0
0.86,12087.0,0.0004,0
0.86,21860.0,0.0004,0
0.86,26434.0,0.0004,0
0.86,16414.0,0.0004,0
0.86,8474.0,0.0008,0
0.86,26851.0,0.0004,0
0.86,12408.0,0.0004,0
0.86,9692.0,0.0004,0
0.86,24191.0,0.0008,0
0.86,11087.0,0.0012,0
0.86,12522.0,0.0004,0
0.86,42786.0,0.0004,0
0.86,9014.0,0.0008,0
0.86,24196.0,0.0004,0
0.86,19674.0,0.0004,0
0.86,22878.0,0.0004,0
0.86,16851.0,0.0008,0
0.86,10069.0,0.0004,0
0.86,34920.0,0.0004,0
0.86,18763.0,0.0008,0
0.86,7764.0,0.0004,0
0.86,19367.0,0.0004,0
0.86,24285.0,0.0004,0
0.86,18824.0,0.0004,0
0.86,17775.0,0.0004,0
0.86,42848.0,0.0004,0
0.86,18081.0,0.0004,0
0.86,8385.0,0.0004,0
0.86,7637.0,0.0016,0
0.86,18110.0,0.0004,0
0.86,64552.0,0.0004,0
0.86,9208.0,0.0008,0
0.86,30024.0,0.0004,0
0.86,10019.0,0.0004,0
0.86,18698.0,0.0004,0
0.86,8508.0,0.0012,0
0.86,65629.0,0.0004,0
0.86,8751.0,0.0008,0
0.86,23022.0,0.0004,0
0.86,13733.0,0.0004,0
0.86,18187.0,0.0004,0
0.86,55315.0,0.0004,0
0.86,8637.0,0.0008,0
0.86,31464.0,0.0004,0
0.86,13444.0,0.0004,0
0.86,19893.0,0.0004,0
0.86,17439.0,0.0004,0
0.86,44044.0,0.0004,0
0.86,37438.0,0.0004,0
0.86,10437.0,0.0016,0
0.86,36590.0,0.0004,0
0.86,14583.0,0.0008,0
0.86,11295.0,0.0008,0
0.86,46359.0,0.0004,0
0.86,34449.0,0.0004,0
0.86,4602.0,0.002,0
0.86,7771.0,0.0004,0
0.86,25402.0,0.0004,0
0.86,31603.0,0.0004,0
0.86,13478.0,0.0004,0
0.86,11925.0,0.0004,0
0.86,35152.0,0.0004,0
0.86,33222.0,0.0004,0
0.86,5773.0,0.002,0
0.86,58343.0,0.0004,0
0.86,10406.0,0.0004,0
0.86,9019.0,0.0008,0
0.86,17631.0,0.0004,0
0.86,16418.0,0.0004,0
0.86,35547.0,0.0004,0
0.86,45769.0,0.0004,0
0.86,21012.0,0.0004,0
0.86,13244.0,0.0004,0
0.86,15353.0,0.0004,0
0.86,19937.0,0.0004,0
0.86,22015.0,0.0004,0
0.86,13281.0,0.0004,0
0.86,12183.0,0.0004,0
0.86,13526.0,0.0008,0
0.86,38755.0,0.0004,0
0.86,8972.0,0.0004,0
0.86,13257.0,0.0004,0
0.86,22274.0,0.0004,0
0.86,17129.0,0.0004,0
0.86,7290.0,0.0004,0
0.86,8010.0,0.0016,0
0.86,11738.0,0.0004,0
0.86,13090.0,0.0008,0
0.86,13965.0,0.0008,0
0.86,45371.0,0.0004,0
0.86,10780.0,0.0004,0
0.86,26829.0,0.0004,0
0.86,32451.0,0.0004,0
0.86,18291.0,0.0004,0
0.86,4859.0,0.0012,0
0.86,11692.0,0.0004,0
0.86,24737.0,0.0004,0
0.86,15817.0,0.0004,0
0.86,19260.0,0.0004,0
0.86,23854.0,0.0004,0
0.86,12582.0,0.0004,0
0.86,25083.0,0.0004,0
0.86,23838.0,0.0008,0
0.86,41508.0,0.0004,0
0.86,10172.0,0.0008,0
0.86,12158.0,0.0008,0
0.86,9723.0,0.0004,0
0.86,42236.0,0.0004,0
0.86,23595.0,0.0004,0
0.86,19110.0,0.0004,0
0.86,30049.0,0.0004,0
0.86,95847.0,0.0004,0
0.86,21945.0,0.0004,0
0.86,29414.0,0.0008,0
0.86,20512.0,0.0004,0
0.86,8173.0,0.0008,0
0.86,34803.0,0.0004,0
0.86,58049.0,0.0004,0
0.86,18134.0,0.0004,0
0.86,37768.0,0.0004,0
0.86,10977.0,0.0008,0
0.86,19866.0,0.0012,0
0.86,38288.0,0.0004,0
0.86,9441.0,0.0012,0
0.86,9680.0,0.0004,0
0.86,6315.0,0.0004,0
0.86,6487.0,0.0004,0
0.86,20350.0,0.0004,0
0.86,28457.0,0.0004,0
0.86,12379.0,0.0004,0
0.86,29094.0,0.0008,0
0.86,12760.0,0.0004,0
0.86,18660.0,0.0004,0
0.86,37358.0,0.0004,0
0.86,8410.0,0.0004,0
0.86,18457.0,0.0004,0
0.86,12591.0,0.0008,0
0.86,22553.0,0.0004,0
0.86,17901.0,0.0004,0
0.86,11166.0,0.0012,0
0.86,13494.0,0.0004,0
0.86,37769.0,0.0008,0
0.86,19446.0,0.0008,0
0.86,16658.0,0.0004,0
0.86,33492.0,0.0004,0
0.86,7789.0,0.0008,0
0.86,46238.0,0.0004,0
0.86,46614.0,0.0004,0
0.86,7475.0,0.0004,0
0.86,4651.0,0.0012,0
0.86,51949.0,0.0004,0
0.86,30018.0,0.0004,0
0.86,46117.0,0.0004,0
0.86,4666.0,0.0004,0
0.86,35376.0,0.0004,0
0.86,8070.0,0.0012,0
0.86,27839.0,0.0004,0
0.86,52785.0,0.0008,0
0.86,8555.0,0.0008,0
0.86,15960.0,0.0008,0
0.86,7719.0,0.0008,0
0.86,110384.0,0.0004,0
0.86,40283.0,0.0004,0
0.86,17756.0,0.0004,0
0.86,48630.0,0.0004,0
0.86,98353.0,0.0004,0
0.86,10560.0,0.0004,0
0.86,18626.0,0.0004,0
0.86,12704.0,0.0004,0
0.86,14037.0,0.0012,0
0.86,18942.0,0.0004,0
0.86,25392.0,0.0004,0
0.86,23200.0,0.0004,0
0.86,8018.0,0.0012,0
0.86,27311.0,0.0004,0
0.86,19842.0,0.0004,0
0.86,40713.0,0.0004,0
0.86,10906.0,0.0012,0
0.86,16663.0,0.0004,0
0.86,11427.0,0.0004,0
0.86,72940.0,0.0004,0
0.86,18831.0,0.0004,0
0.86,16646.0,0.0004,0
0.86,15510.0,0.0004,0
0.86,16856.0,0.0008,0
0.86,8533.0,0.0004,0
0.86,29894.0,0.0004,0
0.86,12893.0,0.0004,0
0.86,27266.0,0.0004,0
0.86,16463.0,0.0004,0
0.86,15004.0,0.0004,0
0.86,9303.0,0.0012,0
0.86,13521.0,0.0004,0
0.86,44847.0,0.0004,0
0.86,30372.0,0.0004,0
0.86,17536.0,0.0008,0
0.86,19231.0,0.0004,0
0.86,37787.0,0.0004,0
0.86,30814.0,0.0004,0
0.86,11624.0,0.0004,0
0.86,24937.0,0.0004,0
0.86,8509.0,0.0004,0
0.86,17733.0,0.0004,0
0.86,13925.0,0.0012,0
0.86,20847.0,0.0004,0
0.86,28262.0,0.0004,0
0.86,10815.0,0.0004,0
0.86,15216.0,0.0004,0
0.86,17390.0,0.0004,0
0.86,27678.0,0.0004,0
0.86,30471.0,0.0004,0
0.86,10237.0,0.0004,0
0.86,6962.0,0.0008,0
0.86,15361.0,0.0004,0
0.86,40733.0,0.0004,0
0.86,16261.0,0.0004,0
0.86,11676.0,0.0008,0
0.86,33778.0,0.0004,0
0.86,43536.0,0.0004,0
0.86,13644.0,0.0004,0
0.86,22632.0,0.0004,0
0.86,46427.0,0.0004,0
0.86,7839.0,0.0008,0
0.86,20032.0,0.0004,0
0.86,31537.0,0.0004,0
0.86,22675.0,0.0004,0
0.86,35814.0,0.0004,0
0.86,13892.0,0.0008,0
0.86,19002.0,0.0004,0
0.86,21035.0,0.0004,0
0.86,43648.0,0.0004,0
0.86,19778.0,0.0004,0
0.86,13096.0,0.0008,0
0.86,39239.0,0.0004,0
0.86,39390.0,0.0004,0
0.86,19461.0,0.0004,0
0.86,9516.0,0.0004,0
0.86,11216.0,0.0004,0
0.86,48087.0,0.0004,0
0.86,10314.0,0.0008,0
0.86,50971.0,0.0004,0
0.86,21806.0,0.0004,0
0.86,48103.0,0.0004,0
0.86,20027.0,0.0004,0
0.86,11695.0,0.0004,0
0.86,140317.0,0.0004,0
0.86,18507.0,0.0004,0
0.86,23864.0,0.0004,0
0.86,14172.0,0.0004,0
0.86,10575.0,0.0008,0
0.86,8285.0,0.0008,0
0.86,13346.0,0.0004,0
0.86,104819.0,0.0004,0
0.86,19436.0,0.0008,0
0.86,29977.0,0.0004,0
0.86,117428.0,0.0004,0
0.86,14495.0,0.0008,0
0.86,10932.0,0.0016,0
0.86,25953.0,0.0008,0
0.86,9923.0,0.0008,0
0.86,29453.0,0.0004,0
0.86,130048.0,0.0004,0
0.86,13556.0,0.0004,0
0.86,9297.0,0.0012,0
0.86,35658.0,0.0004,0
0.86,12703.0,0.0008,0
0.86,73008.0,0.0004,0
0.86,27384.0,0.0004,0
0.86,9816.0,0.0016,0
0.86,29762.0,0.0004,0
0.86,25215.0,0.0004,0
0.86,39084.0,0.0004,0
0.86,12281.0,0.0004,0
0.86,12961.0,0.0012,0
0.86,20954.0,0.0004,0
0.86,32850.0,0.0004,0
0.86,35775.0,0.0004,0
0.86,26090.0,0.0008,0
0.86,98282.0,0.0004,0
0.86,8061.0,0.0012,0
0.86,19378.0,0.0008,0
0.86,14783.0,0.0004,0
0.86,25569.0,0.0004,0
0.86,73781.0,0.0004,0
0.86,14824.0,0.0004,0
0.86,34079.0,0.0004,0
0.86,46057.0,0.0004,0
0.86,61453.0,0.0004,0
0.86,13740.0,0.0008,0
0.86,20096.0,0.0004,0
0.86,37894.0,0.0004,0
0.86,64971.0,0.0004,0
0.86,12569.0,0.0004,0
0.86,18048.0,0.0004,0
0.86,10976.0,0.0004,0
0.86,15625.0,0.0012,0
0.86,26466.0,0.0004,0
0.86,7100.0,0.0012,0
0.86,55122.0,0.0004,0
0.86,49214.0,0.0004,0
0.86,11031.0,0.0008,0
0.86,6469.0,0.0012,0
0.86,19749.0,0.0004,0
0.86,84024.0,0.0004,0
0.86,47207.0,0.0004,0
0.86,9995.0,0.0004,0
0.86,7879.0,0.0008,0
0.86,23358.0,0.0004,0
0.86,8591.0,0.0012,0
0.86,62450.0,0.0004,0
0.86,6828.0,0.0004,0
0.86,11578.0,0.0004,0
0.86,14554.0,0.0004,0
0.86,60119.0,0.0004,0
0.86,16437.0,0.0004,0
0.86,12044.0,0.0004,0
0.86,12847.0,0.0004,0
0.86,59071.0,0.0004,0
0.86,19747.0,0.0008,0
0.86,7263.0,0.0012,0
0.86,9027.0,0.0008,0
0.86,9693.0,0.0004,0
0.86,8652.0,0.0008,0
0.86,42923.0,0.0008,0
0.86,61348.0,0.0004,0
0.86,62265.0,0.0004,0
0.86,6795.0,0.0012,0
0.86,14325.0,0.0004,0
0.86,26296.0,0.0004,0
0.86,13924.0,0.0004,0
0.86,25293.0,0.0004,0
0.86,11567.0,0.0008,0
0.86,43556.0,0.0004,0
