selected_lambda,box_size,avg_count,group
0.875,930151.0,2.6666666666666667e-05,1
0.875,929611.0,2.6666666666666667e-05,1
0.875,926007.0,2.6666666666666667e-05,1
0.875,930223.0,5.333333333333333e-05,1
0.875,930259.0,2.6666666666666667e-05,1
0.875,929653.0,5.333333333333333e-05,1
0.875,930307.0,5.333333333333333e-05,1
0.875,925938.0,2.6666666666666667e-05,1
0.875,925942.0,2.6666666666666667e-05,1
0.875,926001.0,2.6666666666666667e-05,1
0.875,925963.0,2.6666666666666667e-05,1
0.875,929619.0,2.6666666666666667e-05,1
0.875,929597.0,2.6666666666666667e-05,1
0.875,926011.0,2.6666666666666667e-05,1
0.875,925855.0,2.6666666666666667e-05,1
0.875,930281.0,2.6666666666666667e-05,1
0.875,925917.0,2.6666666666666667e-05,1
0.875,930267.0,2.6666666666666667e-05,1
0.875,926103.0,2.6666666666666667e-05,1
0.875,930245.0,2.6666666666666667e-05,1
0.875,926020.0,2.6666666666666667e-05,1
0.875,930194.0,5.333333333333333e-05,1
0.875,929650.0,2.6666666666666667e-05,1
0.875,930190.0,2.6666666666666667e-05,1
0.875,926262.0,2.6666666666666667e-05,1
0.875,930174.0,8e-05,1
0.875,929608.0,2.6666666666666667e-05,1
0.875,930176.0,5.333333333333333e-05,1
0.875,929605.0,2.6666666666666667e-05,1
0.875,930303.0,2.6666666666666667e-05,1
0.875,929583.0,2.6666666666666667e-05,1
0.875,929572.0,2.6666666666666667e-05,1
0.875,930343.0,5.333333333333333e-05,1
0.875,929565.0,5.333333333333333e-05,1
0.875,926359.0,2.6666666666666667e-05,1
0.875,926205.0,2.6666666666666667e-05,1
0.875,930353.0,2.6666666666666667e-05,1
0.875,926245.0,2.6666666666666667e-05,1
0.875,926353.0,5.333333333333333e-05,1
0.875,930335.0,2.6666666666666667e-05,1
0.875,930362.0,2.6666666666666667e-05,1
0.875,930392.0,5.333333333333333e-05,1
0.875,929552.0,5.333333333333333e-05,1
0.875,930413.0,5.333333333333333e-05,1
0.875,926277.0,2.6666666666666667e-05,1
0.875,930427.0,2.6666666666666667e-05,1
0.875,926336.0,2.6666666666666667e-05,1
0.875,930447.0,5.333333333333333e-05,1
0.875,929561.0,2.6666666666666667e-05,1
0.875,930462.0,8e-05,1
0.875,926402.0,5.333333333333333e-05,1
0.875,930493.0,5.333333333333333e-05,1
0.875,926490.0,2.6666666666666667e-05,1
0.875,930494.0,8e-05,1
0.875,930537.0,5.333333333333333e-05,1
0.875,930549.0,2.6666666666666667e-05,1
0.875,929615.0,2.6666666666666667e-05,1
0.875,926321.0,2.6666666666666667e-05,1
0.875,930590.0,5.333333333333333e-05,1
0.875,930612.0,2.6666666666666667e-05,1
0.875,926365.0,2.6666666666666667e-05,1
0.875,929648.0,2.6666666666666667e-05,1
0.875,930634.0,2.6666666666666667e-05,1
0.875,930625.0,5.333333333333333e-05,1
0.875,929629.0,2.6666666666666667e-05,1
0.875,926648.0,2.6666666666666667e-05,1
0.875,926180.0,2.6666666666666667e-05,1
0.875,929635.0,2.6666666666666667e-05,1
0.875,930613.0,5.333333333333333e-05,1
0.875,930623.0,2.6666666666666667e-05,1
0.875,926686.0,2.6666666666666667e-05,1
0.875,929680.0,2.6666666666666667e-05,1
0.875,930628.0,2.6666666666666667e-05,1
0.875,929686.0,2.6666666666666667e-05,1
0.875,930619.0,2.6666666666666667e-05,1
0.875,926076.0,2.6666666666666667e-05,1
0.875,930626.0,5.333333333333333e-05,1
0.875,930632.0,2.6666666666666667e-05,1
0.875,930637.0,2.6666666666666667e-05,1
0.875,926543.0,2.6666666666666667e-05,1
0.875,930648.0,5.333333333333333e-05,1
0.875,929836.0,5.333333333333333e-05,1
0.875,930635.0,2.6666666666666667e-05,1
0.875,929847.0,2.6666666666666667e-05,1
0.875,926312.0,2.6666666666666667e-05,1
0.875,930636.0,5.333333333333333e-05,1
0.875,925687.0,2.6666666666666667e-05,1
0.875,929906.0,2.6666666666666667e-05,1
0.875,929913.0,5.333333333333333e-05,1
0.875,930621.0,5.333333333333333e-05,1
0.875,925547.0,2.6666666666666667e-05,1
0.875,929922.0,2.6666666666666667e-05,1
0.875,929937.0,5.333333333333333e-05,1
0.875,926196.0,2.6666666666666667e-05,1
0.875,929942.0,2.6666666666666667e-05,1
0.875,930608.0,2.6666666666666667e-05,1
0.875,929952.0,5.333333333333333e-05,1
0.875,930624.0,2.6666666666666667e-05,1
0.875,925685.0,2.6666666666666667e-05,1
0.875,929933.0,2.6666666666666667e-05,1
0.875,929924.0,8e-05,1
0.875,930582.0,5.333333333333333e-05,1
0.875,925602.0,2.6666666666666667e-05,1
0.875,929930.0,2.6666666666666667e-05,1
0.875,930563.0,2.6666666666666667e-05,1
0.875,930551.0,5.333333333333333e-05,1
0.875,925612.0,2.6666666666666667e-05,1
0.875,929914.0,2.6666666666666667e-05,1
0.875,930535.0,2.6666666666666667e-05,1
0.875,925660.0,2.6666666666666667e-05,1
0.875,930540.0,2.6666666666666667e-05,1
0.875,929897.0,5.333333333333333e-05,1
0.875,930525.0,5.333333333333333e-05,1
0.875,929904.0,2.6666666666666667e-05,1
0.875,930527.0,2.6666666666666667e-05,1
0.875,925761.0,2.6666666666666667e-05,1
0.875,929896.0,8e-05,1
0.875,925840.0,2.6666666666666667e-05,1
0.875,929882.0,8e-05,1
0.875,930473.0,5.333333333333333e-05,1
0.875,930475.0,0.00013333333333333334,1
0.875,926501.0,5.333333333333333e-05,1
0.875,930434.0,2.6666666666666667e-05,1
0.875,929884.0,2.6666666666666667e-05,1
0.875,930441.0,5.333333333333333e-05,1
0.875,929890.0,2.6666666666666667e-05,1
0.875,930470.0,8e-05,1
0.875,929891.0,8e-05,1
0.875,930479.0,0.00010666666666666667,1
0.875,930466.0,2.6666666666666667e-05,1
0.875,926475.0,2.6666666666666667e-05,1
0.875,926643.0,2.6666666666666667e-05,1
0.875,930469.0,2.6666666666666667e-05,1
0.875,926469.0,2.6666666666666667e-05,1
0.875,929918.0,8e-05,1
0.875,926441.0,5.333333333333333e-05,1
0.875,930489.0,8e-05,1
0.875,929928.0,2.6666666666666667e-05,1
0.875,930476.0,5.333333333333333e-05,1
0.875,929917.0,2.6666666666666667e-05,1
0.875,930464.0,8e-05,1
0.875,929908.0,5.333333333333333e-05,1
0.875,929879.0,5.333333333333333e-05,1
0.875,930491.0,2.6666666666666667e-05,1
0.875,929855.0,2.6666666666666667e-05,1
0.875,929876.0,2.6666666666666667e-05,1
0.875,926514.0,2.6666666666666667e-05,1
0.875,930478.0,5.333333333333333e-05,1
0.875,929793.0,2.6666666666666667e-05,1
0.875,930442.0,8e-05,1
0.875,929790.0,2.6666666666666667e-05,1
0.875,930426.0,2.6666666666666667e-05,1
0.875,929791.0,5.333333333333333e-05,1
0.875,926421.0,2.6666666666666667e-05,1
0.875,930436.0,2.6666666666666667e-05,1
0.875,930415.0,2.6666666666666667e-05,1
0.875,930381.0,2.6666666666666667e-05,1
0.875,930333.0,5.333333333333333e-05,1
0.875,929828.0,2.6666666666666667e-05,1
0.875,930304.0,2.6666666666666667e-05,1
0.875,929839.0,2.6666666666666667e-05,1
0.875,930285.0,2.6666666666666667e-05,1
0.875,929874.0,5.333333333333333e-05,1
0.875,926435.0,2.6666666666666667e-05,1
0.875,926432.0,2.6666666666666667e-05,1
0.875,930244.0,2.6666666666666667e-05,1
0.875,929883.0,2.6666666666666667e-05,1
0.875,930210.0,2.6666666666666667e-05,1
0.875,929877.0,5.333333333333333e-05,1
0.875,930192.0,2.6666666666666667e-05,1
0.875,930187.0,2.6666666666666667e-05,1
0.875,930178.0,5.333333333333333e-05,1
0.875,929894.0,2.6666666666666667e-05,1
0.875,930184.0,2.6666666666666667e-05,1
0.875,929898.0,2.6666666666666667e-05,1
0.875,926304.0,2.6666666666666667e-05,1
0.875,930198.0,2.6666666666666667e-05,1
0.875,926136.0,2.6666666666666667e-05,1
0.875,929931.0,2.6666666666666667e-05,1
0.875,929935.0,2.6666666666666667e-05,1
0.875,930181.0,2.6666666666666667e-05,1
0.875,929936.0,2.6666666666666667e-05,1
0.875,929951.0,5.333333333333333e-05,1
0.875,930188.0,2.6666666666666667e-05,1
0.875,929944.0,5.333333333333333e-05,1
0.875,929932.0,5.333333333333333e-05,1
0.875,930165.0,5.333333333333333e-05,1
0.875,929927.0,2.6666666666666667e-05,1
0.875,929966.0,5.333333333333333e-05,1
0.875,929968.0,2.6666666666666667e-05,1
0.875,930215.0,2.6666666666666667e-05,1
0.875,930264.0,2.6666666666666667e-05,1
0.875,929959.0,2.6666666666666667e-05,1
0.875,930272.0,5.333333333333333e-05,1
0.875,930315.0,2.6666666666666667e-05,1
0.875,929938.0,8e-05,1
0.875,930293.0,2.6666666666666667e-05,1
0.875,930400.0,2.6666666666666667e-05,1
0.875,929962.0,5.333333333333333e-05,1
0.875,930394.0,5.333333333333333e-05,1
0.875,929963.0,2.6666666666666667e-05,1
0.875,929955.0,2.6666666666666667e-05,1
0.875,930273.0,2.6666666666666667e-05,1
0.875,929953.0,5.333333333333333e-05,1
0.875,930433.0,5.333333333333333e-05,1
0.875,929957.0,2.6666666666666667e-05,1
0.875,930483.0,2.6666666666666667e-05,1
0.875,930502.0,5.333333333333333e-05,1
0.875,930524.0,2.6666666666666667e-05,1
0.875,930523.0,2.6666666666666667e-05,1
0.875,929889.0,5.333333333333333e-05,1
0.875,930533.0,2.6666666666666667e-05,1
0.875,930516.0,5.333333333333333e-05,1
0.875,930536.0,5.333333333333333e-05,1
0.875,930526.0,2.6666666666666667e-05,1
0.875,930561.0,2.6666666666666667e-05,1
0.875,930578.0,2.6666666666666667e-05,1
0.875,929895.0,5.333333333333333e-05,1
0.875,930566.0,0.00010666666666666667,1
0.875,930552.0,5.333333333333333e-05,1
0.875,929910.0,2.6666666666666667e-05,1
0.875,930514.0,5.333333333333333e-05,1
0.875,929978.0,2.6666666666666667e-05,1
0.875,930500.0,0.00013333333333333334,1
0.875,930007.0,2.6666666666666667e-05,1
0.875,930009.0,2.6666666666666667e-05,1
0.875,930586.0,2.6666666666666667e-05,1
0.875,929996.0,2.6666666666666667e-05,1
0.875,930607.0,5.333333333333333e-05,1
0.875,929984.0,2.6666666666666667e-05,1
0.875,930641.0,5.333333333333333e-05,1
0.875,929964.0,2.6666666666666667e-05,1
0.875,930653.0,2.6666666666666667e-05,1
0.875,929939.0,2.6666666666666667e-05,1
0.875,930668.0,2.6666666666666667e-05,1
0.875,930671.0,5.333333333333333e-05,1
0.875,930656.0,2.6666666666666667e-05,1
0.875,930679.0,2.6666666666666667e-05,1
0.875,930675.0,5.333333333333333e-05,1
0.875,929837.0,2.6666666666666667e-05,1
0.875,930664.0,5.333333333333333e-05,1
0.875,929821.0,2.6666666666666667e-05,1
0.875,930680.0,2.6666666666666667e-05,1
0.875,930673.0,2.6666666666666667e-05,1
0.875,929811.0,5.333333333333333e-05,1
0.875,930652.0,2.6666666666666667e-05,1
0.875,929806.0,2.6666666666666667e-05,1
0.875,930663.0,8e-05,1
0.875,930667.0,2.6666666666666667e-05,1
0.875,929817.0,5.333333333333333e-05,1
0.875,930695.0,5.333333333333333e-05,1
0.875,929820.0,2.6666666666666667e-05,1
0.875,930714.0,2.6666666666666667e-05,1
0.875,930683.0,2.6666666666666667e-05,1
0.875,930640.0,5.333333333333333e-05,1
0.875,930645.0,2.6666666666666667e-05,1
0.875,930647.0,5.333333333333333e-05,1
0.875,930638.0,2.6666666666666667e-05,1
0.875,929807.0,2.6666666666666667e-05,1
0.875,930639.0,2.6666666666666667e-05,1
0.875,930659.0,5.333333333333333e-05,1
0.875,930660.0,2.6666666666666667e-05,1
0.875,930672.0,5.333333333333333e-05,1
0.875,930661.0,2.6666666666666667e-05,1
0.875,929826.0,5.333333333333333e-05,1
0.875,930666.0,2.6666666666666667e-05,1
0.875,930665.0,2.6666666666666667e-05,1
0.875,930630.0,2.6666666666666667e-05,1
0.875,930591.0,2.6666666666666667e-05,1
0.875,930583.0,2.6666666666666667e-05,1
0.875,930600.0,8e-05,1
0.875,930584.0,2.6666666666666667e-05,1
0.875,930571.0,5.333333333333333e-05,1
0.875,930517.0,2.6666666666666667e-05,1
0.875,930492.0,2.6666666666666667e-05,1
0.875,930474.0,8e-05,1
0.875,930450.0,8e-05,1
0.875,930411.0,8e-05,1
0.875,930378.0,2.6666666666666667e-05,1
0.875,930350.0,2.6666666666666667e-05,1
0.875,930388.0,2.6666666666666667e-05,1
0.875,930409.0,2.6666666666666667e-05,1
0.875,930406.0,5.333333333333333e-05,1
0.875,930395.0,5.333333333333333e-05,1
0.875,930431.0,2.6666666666666667e-05,1
0.875,930424.0,2.6666666666666667e-05,1
0.875,930357.0,2.6666666666666667e-05,1
0.875,930338.0,2.6666666666666667e-05,1
0.875,930308.0,2.6666666666666667e-05,1
0.875,930224.0,2.6666666666666667e-05,1
0.875,930203.0,5.333333333333333e-05,1
0.875,930208.0,2.6666666666666667e-05,1
0.875,930202.0,2.6666666666666667e-05,1
0.875,930173.0,2.6666666666666667e-05,1
0.875,930207.0,2.6666666666666667e-05,1
0.875,930238.0,2.6666666666666667e-05,1
0.875,930365.0,2.6666666666666667e-05,1
0.875,930417.0,2.6666666666666667e-05,1
0.875,930403.0,2.6666666666666667e-05,1
0.875,930383.0,2.6666666666666667e-05,1
0.875,930407.0,2.6666666666666667e-05,1
0.875,930418.0,8e-05,1
0.875,930430.0,2.6666666666666667e-05,1
0.875,930443.0,5.333333333333333e-05,1
0.875,930490.0,2.6666666666666667e-05,1
0.875,930546.0,5.333333333333333e-05,1
0.875,930567.0,2.6666666666666667e-05,1
0.875,930539.0,2.6666666666666667e-05,1
0.875,930529.0,2.6666666666666667e-05,1
0.875,930560.0,2.6666666666666667e-05,1
0.875,930603.0,2.6666666666666667e-05,1
0.875,930577.0,5.333333333333333e-05,1
0.875,930592.0,2.6666666666666667e-05,1
0.875,930601.0,2.6666666666666667e-05,1
0.875,930611.0,2.6666666666666667e-05,1
0.875,930649.0,2.6666666666666667e-05,1
0.875,930678.0,2.6666666666666667e-05,1
0.875,930703.0,2.6666666666666667e-05,1
0.875,930687.0,2.6666666666666667e-05,1
0.875,930722.0,2.6666666666666667e-05,1
0.875,930759.0,2.6666666666666667e-05,1
0.875,930805.0,2.6666666666666667e-05,1
0.875,930818.0,5.333333333333333e-05,1
0.875,930823.0,5.333333333333333e-05,1
0.875,930830.0,2.6666666666666667e-05,1
0.875,930815.0,2.6666666666666667e-05,1
0.875,930806.0,2.6666666666666667e-05,1
0.875,930764.0,2.6666666666666667e-05,1
0.875,930762.0,2.6666666666666667e-05,1
0.875,930753.0,2.6666666666666667e-05,1
0.875,930756.0,2.6666666666666667e-05,1
0.875,930731.0,2.6666666666666667e-05,1
0.875,930697.0,2.6666666666666667e-05,1
0.875,930622.0,2.6666666666666667e-05,1
0.875,930530.0,5.333333333333333e-05,1
0.875,930459.0,5.333333333333333e-05,1
0.875,930422.0,5.333333333333333e-05,1
0.875,930419.0,2.6666666666666667e-05,1
0.875,930425.0,5.333333333333333e-05,1
0.875,930404.0,5.333333333333333e-05,1
0.875,930423.0,2.6666666666666667e-05,1
0.875,930429.0,5.333333333333333e-05,1
0.875,930440.0,5.333333333333333e-05,1
0.875,930445.0,2.6666666666666667e-05,1
0.875,930453.0,2.6666666666666667e-05,1
0.875,930495.0,2.6666666666666667e-05,1
0.875,930501.0,2.6666666666666667e-05,1
0.875,930505.0,2.6666666666666667e-05,1
0.875,930538.0,5.333333333333333e-05,1
0.875,930532.0,5.333333333333333e-05,1
0.875,930570.0,5.333333333333333e-05,1
0.875,930576.0,2.6666666666666667e-05,1
0.875,930507.0,2.6666666666666667e-05,1
0.875,930528.0,2.6666666666666667e-05,1
0.875,930534.0,2.6666666666666667e-05,1
0.875,930556.0,2.6666666666666667e-05,1
0.875,930515.0,2.6666666666666667e-05,1
0.875,930499.0,5.333333333333333e-05,1
0.875,930482.0,5.333333333333333e-05,1
0.875,930373.0,2.6666666666666667e-05,1
0.875,930454.0,2.6666666666666667e-05,1
0.875,930448.0,2.6666666666666667e-05,1
0.875,930485.0,2.6666666666666667e-05,1
0.875,930465.0,2.6666666666666667e-05,1
0.875,930508.0,5.333333333333333e-05,1
0.875,930512.0,2.6666666666666667e-05,1
0.878,930743.0,0.0004,1
0.878,1.0,53641.82346666667,1
0.878,2.0,1824.2949333333333,1
0.878,4.0,2071.0106666666666,1
0.878,3.0,445.1005333333333,1
0.878,9.0,263.8946666666667,1
0.878,5.0,3.2024,1
0.878,6.0,1.2268,1
0.878,7.0,0.584,1
0.878,8.0,0.3556,1
0.878,930742.0,0.00013333333333333334,1
0.878,930739.0,0.00013333333333333334,1
0.878,930720.0,0.00013333333333333334,1
0.878,930690.0,0.00013333333333333334,1
0.878,930679.0,0.00013333333333333334,1
0.878,930657.0,0.0002666666666666667,1
0.878,930620.0,0.0004,1
0.878,26.0,0.008266666666666667,1
0.878,930613.0,0.0002666666666666667,1
0.878,10.0,0.12853333333333333,1
0.878,17.0,0.014933333333333333,1
0.878,930623.0,0.0006666666666666666,1
0.878,16.0,0.021066666666666668,1
0.878,930635.0,0.0004,1
0.878,12.0,0.0532,1
0.878,930609.0,0.0004,1
0.878,11.0,0.08373333333333334,1
0.878,930594.0,0.0002666666666666667,1
0.878,930587.0,0.0002666666666666667,1
0.878,930584.0,0.00013333333333333334,1
0.878,930586.0,0.0004,1
0.878,930625.0,0.0004,1
0.878,930649.0,0.0004,1
0.878,930661.0,0.0005333333333333334,1
0.878,930670.0,0.00013333333333333334,1
0.878,930650.0,0.0005333333333333334,1
0.878,930637.0,0.0002666666666666667,1
0.878,930603.0,0.0005333333333333334,1
0.878,930616.0,0.0008,1
0.878,930577.0,0.0004,1
0.878,930532.0,0.0002666666666666667,1
0.878,930537.0,0.0004,1
0.878,930485.0,0.0005333333333333334,1
0.878,930462.0,0.0002666666666666667,1
0.878,930421.0,0.0006666666666666666,1
0.878,930389.0,0.0010666666666666667,1
0.878,930376.0,0.0005333333333333334,1
0.878,930354.0,0.0005333333333333334,1
0.878,21.0,0.015333333333333332,1
0.878,930368.0,0.0006666666666666666,1
0.878,930345.0,0.0005333333333333334,1
0.878,930317.0,0.0005333333333333334,1
0.878,930287.0,0.0005333333333333334,1
0.878,930245.0,0.0005333333333333334,1
0.878,930221.0,0.0006666666666666666,1
0.878,930220.0,0.0002666666666666667,1
0.878,930176.0,0.00013333333333333334,1
0.878,930166.0,0.00013333333333333334,1
0.878,930171.0,0.00013333333333333334,1
0.878,930197.0,0.0009333333333333333,1
0.878,930175.0,0.0009333333333333333,1
0.878,15.0,0.0252,1
0.878,930194.0,0.0009333333333333333,1
0.878,930181.0,0.0006666666666666666,1
0.878,930199.0,0.0004,1
0.878,930206.0,0.0006666666666666666,1
0.878,930211.0,0.0005333333333333334,1
0.878,930191.0,0.0006666666666666666,1
0.878,930174.0,0.0004,1
0.878,930146.0,0.00013333333333333334,1
0.878,19.0,0.016133333333333333,1
0.878,930148.0,0.0005333333333333334,1
0.878,930143.0,0.0008,1
0.878,930193.0,0.0006666666666666666,1
0.878,13.0,0.04226666666666667,1
0.878,930303.0,0.0002666666666666667,1
0.878,930309.0,0.0002666666666666667,1
0.878,930332.0,0.0006666666666666666,1
0.878,930400.0,0.0005333333333333334,1
0.878,930405.0,0.0006666666666666666,1
0.878,930377.0,0.0005333333333333334,1
0.878,930339.0,0.00013333333333333334,1
0.878,930324.0,0.0006666666666666666,1
0.878,930312.0,0.0006666666666666666,1
0.878,930270.0,0.0006666666666666666,1
0.878,930239.0,0.0002666666666666667,1
0.878,930207.0,0.0002666666666666667,1
0.878,930168.0,0.0009333333333333333,1
0.878,930163.0,0.0005333333333333334,1
0.878,930149.0,0.0005333333333333334,1
0.878,930090.0,0.0005333333333333334,1
0.878,31.0,0.0028,1
0.878,930093.0,0.00013333333333333334,1
0.878,930028.0,0.00013333333333333334,1
0.878,930001.0,0.0008,1
0.878,930005.0,0.0004,1
0.878,929977.0,0.0006666666666666666,1
0.878,929967.0,0.0009333333333333333,1
0.878,34.0,0.0017333333333333333,1
0.878,929963.0,0.00013333333333333334,1
0.878,38.0,0.002266666666666667,1
0.878,930034.0,0.0008,1
0.878,44.0,0.0008,1
0.878,930131.0,0.0004,1
0.878,930252.0,0.0004,1
0.878,930322.0,0.0006666666666666666,1
0.878,930351.0,0.0004,1
0.878,930373.0,0.0004,1
0.878,930379.0,0.0006666666666666666,1
0.878,930385.0,0.0004,1
0.878,930378.0,0.00013333333333333334,1
0.878,930388.0,0.0002666666666666667,1
0.878,930390.0,0.0005333333333333334,1
0.878,931391.0,0.0005333333333333334,1
0.878,930372.0,0.0005333333333333334,1
0.878,931401.0,0.0009333333333333333,1
0.878,930383.0,0.0006666666666666666,1
0.878,931365.0,0.0004,1
0.878,931332.0,0.0010666666666666667,1
0.878,930343.0,0.0002666666666666667,1
0.878,931292.0,0.0009333333333333333,1
0.878,14.0,0.03546666666666667,1
0.878,930302.0,0.0006666666666666666,1
0.878,931244.0,0.0004,1
0.878,930263.0,0.0006666666666666666,1
0.878,931243.0,0.0004,1
0.878,930243.0,0.0002666666666666667,1
0.878,931213.0,0.0004,1
0.878,930259.0,0.0004,1
0.878,18.0,0.016666666666666666,1
0.878,931200.0,0.0005333333333333334,1
0.878,930278.0,0.00013333333333333334,1
0.878,931158.0,0.0004,1
0.878,930293.0,0.0004,1
0.878,931127.0,0.0006666666666666666,1
0.878,930279.0,0.0005333333333333334,1
0.878,931113.0,0.0002666666666666667,1
0.878,930268.0,0.00013333333333333334,1
0.878,931082.0,0.0004,1
0.878,931061.0,0.0005333333333333334,1
0.878,931097.0,0.0002666666666666667,1
0.878,930306.0,0.0005333333333333334,1
0.878,931119.0,0.0008,1
0.878,930301.0,0.0009333333333333333,1
0.878,931137.0,0.00013333333333333334,1
0.878,930326.0,0.0005333333333333334,1
0.878,931116.0,0.0004,1
0.878,930333.0,0.0005333333333333334,1
0.878,931103.0,0.0004,1
0.878,930310.0,0.0002666666666666667,1
0.878,931124.0,0.0004,1
0.878,20.0,0.012666666666666666,1
0.878,931126.0,0.0006666666666666666,1
0.878,930316.0,0.0006666666666666666,1
0.878,27.0,0.004666666666666667,1
0.878,931121.0,0.00013333333333333334,1
0.878,28.0,0.0037333333333333333,1
0.878,930285.0,0.0002666666666666667,1
0.878,931147.0,0.0002666666666666667,1
0.878,930274.0,0.00013333333333333334,1
0.878,931153.0,0.0004,1
0.878,930235.0,0.0002666666666666667,1
0.878,22.0,0.012266666666666667,1
0.878,931132.0,0.0004,1
0.878,930241.0,0.0006666666666666666,1
0.878,931120.0,0.0002666666666666667,1
0.878,930276.0,0.0004,1
0.878,931157.0,0.0004,1
0.878,23.0,0.007866666666666666,1
0.878,930280.0,0.0004,1
0.878,931139.0,0.0004,1
0.878,931135.0,0.0004,1
0.878,930294.0,0.00013333333333333334,1
0.878,931104.0,0.0002666666666666667,1
0.878,930307.0,0.0005333333333333334,1
0.878,930318.0,0.0002666666666666667,1
0.878,931083.0,0.0005333333333333334,1
0.878,24.0,0.009333333333333334,1
0.878,930328.0,0.0009333333333333333,1
0.878,931141.0,0.0006666666666666666,1
0.878,930334.0,0.0006666666666666666,1
0.878,931156.0,0.0012,1
0.878,931142.0,0.0006666666666666666,1
0.878,930299.0,0.0004,1
0.878,931136.0,0.0004,1
0.878,40.0,0.0012,1
0.878,930165.0,0.0002666666666666667,1
0.878,37.0,0.0018666666666666666,1
0.878,931152.0,0.0004,1
0.878,930109.0,0.0005333333333333334,1
0.878,30.0,0.0028,1
0.878,930075.0,0.0002666666666666667,1
0.878,931078.0,0.0006666666666666666,1
0.878,931053.0,0.00013333333333333334,1
0.878,930029.0,0.0005333333333333334,1
0.878,931025.0,0.0004,1
0.878,929980.0,0.00013333333333333334,1
0.878,931018.0,0.0008,1
0.878,929927.0,0.0005333333333333334,1
0.878,930993.0,0.00013333333333333334,1
0.878,929917.0,0.0006666666666666666,1
0.878,930962.0,0.0002666666666666667,1
0.878,929894.0,0.0005333333333333334,1
0.878,930941.0,0.0002666666666666667,1
0.878,929868.0,0.0002666666666666667,1
0.878,930931.0,0.0006666666666666666,1
0.878,929850.0,0.0002666666666666667,1
0.878,929829.0,0.0004,1
0.878,930867.0,0.0004,1
0.878,929796.0,0.0002666666666666667,1
0.878,930855.0,0.0002666666666666667,1
0.878,929776.0,0.0002666666666666667,1
0.878,930845.0,0.0004,1
0.878,929766.0,0.0008,1
0.878,930878.0,0.00013333333333333334,1
0.878,929757.0,0.0005333333333333334,1
0.878,930882.0,0.0005333333333333334,1
0.878,929730.0,0.0004,1
0.878,930901.0,0.00013333333333333334,1
0.878,929687.0,0.0006666666666666666,1
0.878,930929.0,0.0002666666666666667,1
0.878,29.0,0.0026666666666666666,1
0.878,929671.0,0.0004,1
0.878,930939.0,0.0004,1
0.878,33.0,0.002533333333333333,1
0.878,929635.0,0.0002666666666666667,1
0.878,931009.0,0.0004,1
0.878,929617.0,0.0002666666666666667,1
0.878,931077.0,0.0005333333333333334,1
0.878,929611.0,0.0008,1
0.878,931118.0,0.0004,1
0.878,929591.0,0.0005333333333333334,1
0.878,929586.0,0.0002666666666666667,1
0.878,931160.0,0.0010666666666666667,1
0.878,929602.0,0.00013333333333333334,1
0.878,931177.0,0.0008,1
0.878,929596.0,0.0006666666666666666,1
0.878,931208.0,0.0006666666666666666,1
0.878,929578.0,0.0004,1
0.878,929564.0,0.0004,1
0.878,931197.0,0.0005333333333333334,1
0.878,931238.0,0.0004,1
0.878,929557.0,0.00013333333333333334,1
0.878,25.0,0.007066666666666666,1
0.878,931282.0,0.0004,1
0.878,929584.0,0.0002666666666666667,1
0.878,929571.0,0.0002666666666666667,1
0.878,32.0,0.0034666666666666665,1
0.878,931293.0,0.0005333333333333334,1
0.878,931247.0,0.0006666666666666666,1
0.878,929597.0,0.00013333333333333334,1
0.878,931263.0,0.0002666666666666667,1
0.878,931291.0,0.0004,1
0.878,931311.0,0.0010666666666666667,1
0.878,929588.0,0.0006666666666666666,1
0.878,931341.0,0.0004,1
0.878,929572.0,0.0004,1
0.878,931357.0,0.0009333333333333333,1
0.878,929569.0,0.0004,1
0.878,931360.0,0.0004,1
0.878,929556.0,0.0004,1
0.878,931392.0,0.0008,1
0.878,929505.0,0.00013333333333333334,1
0.878,931418.0,0.0006666666666666666,1
0.878,929491.0,0.0004,1
0.878,931455.0,0.0004,1
0.878,929492.0,0.0006666666666666666,1
0.878,931465.0,0.0006666666666666666,1
0.878,929419.0,0.00013333333333333334,1
0.878,931448.0,0.0010666666666666667,1
0.878,929393.0,0.0008,1
0.878,931416.0,0.0010666666666666667,1
0.878,929369.0,0.0002666666666666667,1
0.878,931380.0,0.0012,1
0.878,929341.0,0.0002666666666666667,1
0.878,931364.0,0.0008,1
0.878,929346.0,0.0004,1
0.878,931351.0,0.0009333333333333333,1
0.878,929336.0,0.0006666666666666666,1
0.878,929334.0,0.00013333333333333334,1
0.878,931354.0,0.0008,1
0.878,929365.0,0.0006666666666666666,1
0.878,931374.0,0.0005333333333333334,1
0.878,929364.0,0.0004,1
0.878,931427.0,0.0012,1
0.878,929368.0,0.00013333333333333334,1
0.878,931435.0,0.0002666666666666667,1
0.878,929385.0,0.0008,1
0.878,931461.0,0.0010666666666666667,1
0.878,929362.0,0.0006666666666666666,1
0.878,931524.0,0.0002666666666666667,1
0.878,929328.0,0.0005333333333333334,1
0.878,931525.0,0.0005333333333333334,1
0.878,929304.0,0.0004,1
0.878,931523.0,0.0004,1
0.878,929306.0,0.0002666666666666667,1
0.878,931536.0,0.0004,1
0.878,929283.0,0.00013333333333333334,1
0.878,931560.0,0.0004,1
0.878,931594.0,0.0002666666666666667,1
0.878,929315.0,0.0004,1
